ROS Time (s), GPS Week, GPS TOW (s), Latitude (deg), Longitude (deg), Altitude (m), East Velocity (m/s), North Velocity (m/s), Up Velocity (m/s), Roll (deg), Pitch (deg), Heading (deg)
1556456649.922132969,2051,47065.000000000,22.302426919,114.178961844,8.080672444,3.546005956,-0.360712886,-0.062957778,-1.417573356,-0.901861861,95.047071844
1556456650.922329903,2051,47066.000000000,22.302423112,114.179000728,7.986008883,4.451790423,-0.420101095,-0.115621673,-1.417823889,-1.394095814,94.860636733
1556456651.921364069,2051,47067.000000000,22.302418963,114.179047483,7.853350916,5.214940348,-0.441107171,-0.151529351,-1.896310054,-1.344335047,94.085794430
1556456652.931435108,2051,47068.000000000,22.302415494,114.179102278,7.676401086,6.038747925,-0.317583330,-0.216378586,-2.586825732,-1.861478521,92.327672572
1556456653.921602011,2051,47069.000000000,22.302413538,114.179162368,7.429874028,6.314025319,-0.088172030,-0.276175231,-3.343213290,-2.593706550,90.688360319
1556456654.921629906,2051,47070.000000000,22.302411822,114.179226193,7.094286751,6.808122926,-0.378119917,-0.338762832,-3.442628821,-3.337886644,91.077885422
1556456655.921767950,2051,47071.000000000,22.302406587,114.179293140,6.706948875,7.018617434,-0.925693596,-0.440867637,-1.716596073,-3.339480631,95.490469297
1556456656.931869030,2051,47072.000000000,22.302394443,114.179361385,6.318091523,7.058397836,-1.804068607,-0.451719967,1.192495883,-2.577740821,102.132550029
1556456657.932010889,2051,47073.000000000,22.302371732,114.179429371,5.887502989,6.873924595,-3.265443579,-0.528234529,3.713752654,-3.684850282,112.876782352
1556456658.932065964,2051,47074.000000000,22.302333074,114.179492086,5.353010309,5.856512563,-5.331781681,-0.512104409,4.174078043,-3.472365185,129.419277853
1556456659.932172060,2051,47075.000000000,22.302276787,114.179541723,4.910045879,4.194943865,-6.996264697,-0.352340111,4.476311247,-1.978701719,146.126364470
1556456660.931222916,2051,47076.000000000,22.302209313,114.179574175,4.699290146,2.332145437,-7.817593436,-0.061450225,4.174288997,-0.031974304,160.947264722
1556456661.931366920,2051,47077.000000000,22.302139228,114.179589377,4.778819421,1.035816339,-7.789946453,0.149955624,3.904079790,1.339865333,170.588629385
1556456662.931480885,2051,47078.000000000,22.302068814,114.179596301,5.076368105,0.547872611,-7.459225664,0.378996908,3.359270413,2.753218626,174.256379960
1556456663.931612015,2051,47079.000000000,22.302007512,114.179600780,5.424316972,0.361344825,-6.167024835,0.286587988,1.307773443,1.970301739,175.043549513
1556456664.931721926,2051,47080.000000000,22.301959347,114.179603119,5.600377941,0.073260074,-4.303430127,0.095016729,0.199092187,0.481712305,176.584532080
1556456665.931812048,2051,47081.000000000,22.301929535,114.179603645,5.649409159,-0.019911903,-2.296402032,0.031663269,0.164268665,0.213441652,177.112114750
1556456666.931940079,2051,47082.000000000,22.301915827,114.179604136,5.675420373,-0.076580480,-0.652504579,0.028095312,-0.027659572,0.398783875,177.270543662
1556456667.932029009,2051,47083.000000000,22.301914065,114.179604784,5.692991501,-0.090648077,-0.066090244,0.020304936,-0.045067181,0.717886862,177.297542936
1556456668.922197104,2051,47084.000000000,22.301911234,114.179605143,5.713304239,-0.060322314,-0.419977768,0.019985651,-0.111266603,0.751018015,177.332438907
1556456669.931341887,2051,47085.000000000,22.301905670,114.179605529,5.739139056,-0.057899325,-0.498359187,0.024015703,-0.184580965,0.751161353,177.404379098
1556456670.931309938,2051,47086.000000000,22.301900838,114.179606742,5.765452543,-0.044456005,-0.436069595,0.025242907,-0.233514427,0.791640359,177.469957928
1556456671.931492090,2051,47087.000000000,22.301895242,114.179607823,5.802205767,-0.019849472,-0.778647337,0.034856073,-0.255731518,0.866790990,177.550891369
1556456672.931585073,2051,47088.000000000,22.301882787,114.179608548,5.844362952,-0.011615947,-2.031487279,0.053282114,-0.492444804,1.055714871,177.847081538
1556456673.931808949,2051,47089.000000000,22.301858588,114.179609104,5.905645431,-0.024819417,-3.343575017,0.076859029,-0.602387577,1.294206483,178.703978726
1556456674.931740999,2051,47090.000000000,22.301822652,114.179608898,5.978285836,-0.134544853,-4.529010643,0.086994513,-0.605005444,0.680452875,180.303849087
1556456675.932015896,2051,47091.000000000,22.301778207,114.179604913,6.040409689,-0.784374141,-5.173937124,0.063839217,-0.764323601,0.632435857,186.063490076
1556456676.931987047,2051,47092.000000000,22.301728616,114.179593116,6.082526943,-1.775414988,-5.556505082,-0.047686879,0.569298431,-0.787739114,193.493686637
1556456677.922209978,2051,47093.000000000,22.301675805,114.179572218,5.863929276,-2.646861312,-5.796833773,-0.277090887,0.231391734,-2.389460182,202.279977031
1556456678.931250095,2051,47094.000000000,22.301626045,114.179542317,5.847095904,-3.527006683,-5.094498036,0.503685998,-2.539825122,3.357659520,213.053813547
1556456679.931643009,2051,47095.000000000,22.301583944,114.179504867,6.217251644,-4.151353383,-4.548171602,0.287062239,-1.197829608,2.668721694,220.665121222
1556456680.931392908,2051,47096.000000000,22.301542359,114.179461174,6.468294228,-4.890664395,-4.681054662,0.252645114,-0.984591671,1.476706558,224.175616022
1556456681.931473017,2051,47097.000000000,22.301498035,114.179412060,6.569642093,-5.432045323,-5.135132090,0.103597308,-1.666951935,-0.033254256,225.213951569
1556456682.931552887,2051,47098.000000000,22.301450383,114.179357628,6.588434719,-5.804159350,-5.378135136,-0.041622763,-1.741322715,-0.236424745,225.912972797
1556456683.921678066,2051,47099.000000000,22.301401136,114.179299628,6.570956564,-6.116843006,-5.494342807,0.065748109,-1.297700564,-0.409284247,226.869987994
1556456684.931760073,2051,47100.000000000,22.301353028,114.179241359,6.542167533,-5.744822226,-5.112241565,-0.025709775,-1.838815783,-0.134794934,227.631498568
1556456685.921905041,2051,47101.000000000,22.301310905,114.179189445,6.551934823,-5.062309613,-4.358483182,0.042541801,-2.078312931,0.005089418,227.763147016
1556456686.931921005,2051,47102.000000000,22.301273607,114.179143572,6.595947571,-4.234333444,-3.654818226,0.021409717,-2.030659932,-0.119520514,227.416458039
1556456687.921070099,2051,47103.000000000,22.301243483,114.179106793,6.650916228,-3.360628911,-2.944065232,0.015365884,-1.916896098,-0.010510430,227.234819585
1556456688.931199074,2051,47104.000000000,22.301220668,114.179078971,6.705534690,-2.335444215,-2.121528625,0.038219256,-2.306127888,-0.290012982,227.516774928
1556456689.931296110,2051,47105.000000000,22.301205196,114.179059574,6.750843323,-1.718704466,-1.473039567,0.052737004,-2.077950969,0.077648812,227.788317961
1556456690.931421995,2051,47106.000000000,22.301195110,114.179046664,6.806096512,-0.949458913,-0.810610717,0.049425811,-1.789106243,-0.037340915,228.272835424
1556456691.921456099,2051,47107.000000000,22.301189941,114.179039884,6.851348598,-0.504750485,-0.402622061,0.052330840,-1.614094723,0.076473941,228.468376918
1556456692.921576023,2051,47108.000000000,22.301188010,114.179037803,6.894557156,-0.103293212,-0.068198855,0.052214473,-1.485525494,0.131366858,228.519840015
1556456693.921719074,2051,47109.000000000,22.301187965,114.179038102,6.940073798,-0.029903535,-0.011426956,0.046964034,-1.504155218,0.201368222,228.524687672
1556456694.921843052,2051,47110.000000000,22.301187906,114.179038397,6.983466539,-0.026206893,-0.018607965,0.045524556,-1.502936427,0.192750649,228.526244955
1556456695.922116041,2051,47111.000000000,22.301187884,114.179038514,7.023720091,-0.028077048,-0.019626952,0.042371241,-1.511102879,0.198281796,228.526334803
1556456696.921148062,2051,47112.000000000,22.301187854,114.179038542,6.942010922,-0.029244939,-0.020129063,0.033961689,-1.510514247,0.193094297,228.525861810
1556456697.921147108,2051,47113.000000000,22.301188456,114.179039220,6.662731730,-0.022069978,-0.016065570,0.019583899,-1.503791146,0.195920073,228.523698232
1556456698.931406975,2051,47114.000000000,22.301189145,114.179039819,6.440419586,-0.017016097,-0.006923416,0.005034350,-1.507980786,0.198791395,228.523646793
1556456699.931361914,2051,47115.000000000,22.301189352,114.179040035,6.405082176,-0.006125857,0.003386045,-0.001860004,-1.504532641,0.201919728,228.522283167
1556456700.921541929,2051,47116.000000000,22.301189444,114.179040125,6.384655222,-0.004892540,0.000352239,-0.008616821,-1.511269430,0.205716042,228.522611552
1556456701.931582928,2051,47117.000000000,22.301189448,114.179040149,6.369354396,-0.005773250,0.002276877,-0.010442348,-1.507236129,0.209418497,228.525421369
1556456702.931710958,2051,47118.000000000,22.301189402,114.179040133,6.355466086,-0.006862908,0.005274138,-0.007616136,-1.505756144,0.211517120,228.524261066
1556456703.931946993,2051,47119.000000000,22.301189331,114.179040101,6.342026718,-0.002416462,-0.004656026,-0.002231507,-1.503108738,0.209293991,228.526127539
1556456704.931832075,2051,47120.000000000,22.301189249,114.179040052,6.328545704,-0.005487946,-0.001555527,-0.003309110,-1.508900019,0.215220800,228.526857523
1556456705.931029081,2051,47121.000000000,22.301189160,114.179039994,6.314835211,-0.006915613,-0.001426402,-0.003481214,-1.506014051,0.220374986,228.525357301
1556456706.921062946,2051,47122.000000000,22.301189068,114.179039931,6.301260736,-0.005216073,-0.001877443,-0.000031072,-1.506799678,0.224314519,228.525879552
1556456707.921227932,2051,47123.000000000,22.301188976,114.179039868,6.288246321,-0.002325081,-0.002274696,0.000783958,-1.511505629,0.227510838,228.526361644
1556456708.931334972,2051,47124.000000000,22.301188888,114.179039808,6.275952461,-0.002628921,0.000426267,0.000023254,-1.508309593,0.228767151,228.525903622
1556456709.921384096,2051,47125.000000000,22.301188805,114.179039752,6.264449549,-0.001108750,-0.002196241,0.001872046,-1.506254080,0.226501630,228.524941649
1556456710.931775093,2051,47126.000000000,22.301188726,114.179039701,6.253776830,0.001024336,-0.003940222,0.002946938,-1.505437677,0.222353987,228.527439491
1556456711.921756983,2051,47127.000000000,22.301188654,114.179039652,6.243818712,0.001035475,-0.003379642,0.001555984,-1.501984727,0.223886106,228.525907113
1556456712.931737900,2051,47128.000000000,22.301188587,114.179039607,6.234481439,0.005214841,-0.007943751,0.001667734,-1.505322513,0.223849418,228.526450137
1556456713.921838999,2051,47129.000000000,22.301188523,114.179039565,6.225745001,0.002519221,-0.006261407,0.004022475,-1.503343961,0.219196698,228.526751517
1556456714.930946112,2051,47130.000000000,22.301188465,114.179039525,6.217601615,-0.000435657,-0.003329865,0.002659328,-1.501750908,0.221708022,228.525159657
1556456715.931020021,2051,47131.000000000,22.301188412,114.179039487,6.210023685,0.000131915,0.000253869,0.001187031,-1.500925347,0.218876824,228.525306164
1556456716.931081057,2051,47132.000000000,22.301188363,114.179039450,6.202915449,-0.002958321,-0.000302610,-0.002398634,-1.503707220,0.218061681,228.526674340
1556456717.921154022,2051,47133.000000000,22.301188317,114.179039416,6.196182486,-0.002411155,0.002115282,-0.002009427,-1.502467032,0.218011819,228.527850445
1556456718.921437025,2051,47134.000000000,22.301188274,114.179039383,6.189800787,-0.006827582,0.003707720,-0.003972423,-1.504295362,0.219520366,228.526289833
1556456719.931421995,2051,47135.000000000,22.301188233,114.179039352,6.183790560,-0.004128011,0.003608225,-0.002199930,-1.499770183,0.220403090,228.528015229
1556456720.931494951,2051,47136.000000000,22.301188195,114.179039321,6.178083822,-0.000692186,-0.000364609,-0.000808835,-1.506784614,0.221262983,228.527741839
1556456721.931559086,2051,47137.000000000,22.301188159,114.179039293,6.172620496,-0.004248865,-0.001635708,-0.003646335,-1.505174210,0.220882508,228.528750945
1556456722.931752920,2051,47138.000000000,22.301188124,114.179039265,6.167429337,-0.004186558,0.000753388,-0.000282582,-1.503983039,0.224721301,228.528841060
1556456723.920958042,2051,47139.000000000,22.301188091,114.179039238,6.162503375,-0.003652285,0.002863311,0.001847702,-1.503772662,0.223865183,228.529487781
1556456724.930948019,2051,47140.000000000,22.301188058,114.179039213,6.157900381,-0.002621231,-0.001572007,0.003647921,-1.508628059,0.222450233,228.528978315
1556456725.921015024,2051,47141.000000000,22.301188026,114.179039190,6.153589055,-0.001871678,-0.002948513,-0.000579142,-1.507351044,0.224979633,228.528266085
1556456726.931133986,2051,47142.000000000,22.301187994,114.179039169,6.149551839,0.004810867,-0.007445364,0.006421929,-1.504481676,0.222446697,228.528890892
1556456727.931296110,2051,47143.000000000,22.301187964,114.179039149,6.145716453,-0.003020578,0.000636237,-0.002541557,-1.501303308,0.222715594,228.527442693
1556456728.931413889,2051,47144.000000000,22.301187934,114.179039130,6.142047694,-0.002825974,0.003714432,-0.002645872,-1.496688222,0.223483057,228.528769729
1556456729.931437016,2051,47145.000000000,22.301187906,114.179039112,6.138587072,-0.005326895,0.003643360,-0.001825629,-1.497307845,0.223464806,228.529041043
1556456730.931642056,2051,47146.000000000,22.301187880,114.179039094,6.135371154,0.000707545,0.002906523,0.005435126,-1.496895473,0.219544316,228.528436856
1556456731.931576014,2051,47147.000000000,22.301187856,114.179039077,6.132340970,-0.002151886,0.000972287,0.001390068,-1.500869846,0.219771812,228.529403698
1556456732.920793056,2051,47148.000000000,22.301187833,114.179039060,6.129432985,0.002659279,-0.004365840,0.001754065,-1.505873022,0.217327294,228.531073804
1556456733.930811882,2051,47149.000000000,22.301187809,114.179039044,6.126630595,0.004761647,-0.013380326,0.004158885,-1.503801402,0.213186609,228.530321201
1556456734.931133986,2051,47150.000000000,22.301187787,114.179039029,6.123970225,0.003444808,-0.007172435,0.005091703,-1.503042347,0.214270554,228.529653676
1556456735.921061993,2051,47151.000000000,22.301187764,114.179039015,6.121430319,-0.002954893,0.002911777,-0.000452322,-1.501827883,0.218021367,228.530295062
1556456736.931138992,2051,47152.000000000,22.301187743,114.179039002,6.119004251,-0.001534646,0.001452927,-0.003243269,-1.500434639,0.216863592,228.529691447
1556456737.931457996,2051,47153.000000000,22.301187722,114.179038989,6.116691907,-0.000554115,-0.000275852,-0.003417225,-1.498892427,0.216801632,228.529705763
1556456738.931425095,2051,47154.000000000,22.301187701,114.179038976,6.114538333,-0.003929918,0.002449444,-0.000756325,-1.495409262,0.215389307,228.528100755
1556456739.931560993,2051,47155.000000000,22.301187681,114.179038963,6.112530251,-0.006090819,0.002270400,-0.000031188,-1.490129032,0.219860881,228.530171868
1556456740.921607971,2051,47156.000000000,22.301187662,114.179038950,6.110639895,0.001751025,-0.005416248,0.002319694,-1.496040850,0.213404552,228.528444710
1556456741.930638075,2051,47157.000000000,22.301187616,114.179038903,6.108830293,-0.353166702,-0.291567518,-0.003328426,-1.426770353,0.386521752,228.572484863
1556456742.930823088,2051,47158.000000000,22.301178669,114.179028065,6.025425638,-1.490954940,-1.304525819,0.024637248,-1.589748400,0.790930459,228.765640574
1556456743.930891991,2051,47159.000000000,22.301163752,114.179008846,6.031395682,-2.355455231,-2.007877784,0.027120248,-1.254979009,0.608869031,228.853715225
1556456744.921142101,2051,47160.000000000,22.301143593,114.178983144,6.036072691,-2.821691430,-2.413449437,0.020931030,-1.120005175,0.417338472,228.481818865
1556456745.931072950,2051,47161.000000000,22.301121796,114.178956238,6.041904476,-2.658881171,-2.402352731,0.007118875,-1.125445906,0.426223785,227.185224664
1556456746.931325912,2051,47162.000000000,22.301099232,114.178932241,6.061955858,-2.141017547,-2.699736797,0.027382756,-0.360832991,0.612863990,220.015947007
1556456747.921305895,2051,47163.000000000,22.301072267,114.178915141,6.088578826,-1.285109809,-3.283288977,-0.005926405,-0.010920975,-0.060268228,202.674867349
1556456748.931468010,2051,47164.000000000,22.301040853,114.178910799,6.092218342,0.515948083,-3.505042855,-0.021502407,0.707991650,-0.518342108,176.656233024
1556456749.931489944,2051,47165.000000000,22.301010317,114.178924499,6.075182253,2.367964545,-3.272122182,-0.003399264,0.173134808,0.213467060,147.773665446
1556456750.930690050,2051,47166.000000000,22.300978231,114.178954549,6.069293988,3.646851140,-3.852883243,-0.012338257,-0.421359074,0.022577617,136.201578118
1556456751.930740118,2051,47167.000000000,22.300939594,114.178993398,6.068156878,4.319643836,-4.695886009,0.009558851,-0.775960028,0.224667996,136.481729645
1556456752.930811882,2051,47168.000000000,22.300893714,114.179037395,6.095319250,4.703112271,-5.486075687,0.043477810,-0.921787878,0.158418648,138.329692549
1556456753.930912971,2051,47169.000000000,22.300840928,114.179083409,6.110508245,4.728764671,-6.211196688,-0.031943206,-0.760665688,-0.058439670,141.364036004
1556456754.931036949,2051,47170.000000000,22.300782156,114.179130486,6.109773384,4.987677955,-6.756348040,0.100231872,-0.897684122,0.231971063,142.583054841
1556456755.931112051,2051,47171.000000000,22.300719581,114.179180868,6.143101188,5.256656857,-7.026266610,0.017837775,-0.767786829,0.140787402,142.013000421
1556456756.931253910,2051,47172.000000000,22.300655952,114.179234002,6.177350637,5.579737905,-7.054324298,0.029536359,-0.953938068,0.223093674,140.491407370
1556456757.931355953,2051,47173.000000000,22.300592777,114.179289349,6.215890132,5.809322716,-7.070798232,0.030790456,-0.428769614,-0.045348286,139.509798146
1556456758.931550026,2051,47174.000000000,22.300528890,114.179345677,6.237276511,5.820032271,-7.080640966,0.029264779,-0.122567265,0.247823734,139.517565852
1556456759.930592060,2051,47175.000000000,22.300464390,114.179402873,6.279396445,5.886116303,-7.130122055,-0.018801189,0.189268494,0.010604806,138.945177474
1556456760.930641890,2051,47176.000000000,22.300400318,114.179461466,6.285035176,6.022550208,-6.988043743,0.028602432,-0.363086750,-0.249216725,138.181960319
1556456761.930758953,2051,47177.000000000,22.300337209,114.179520393,6.321658798,6.115619992,-6.913950785,0.051170108,-0.234284177,-0.223809823,137.508763708
1556456762.930830956,2051,47178.000000000,22.300274925,114.179579551,6.352988012,6.023998955,-6.942505204,-0.000976929,-0.423157703,0.169159522,137.382825051
1556456763.931004047,2051,47179.000000000,22.300212901,114.179638355,6.395989221,5.912408449,-6.682513140,0.053793977,-0.709437574,-0.109468807,137.498749548
1556456764.931056023,2051,47180.000000000,22.300154132,114.179692893,6.454334925,5.202617870,-6.167292389,0.095220340,-0.532223573,0.068058141,138.028987629
1556456765.931160927,2051,47181.000000000,22.300103939,114.179738782,6.499612873,4.241606325,-5.081803178,0.050947589,-1.040871449,-0.199142608,138.757741590
1556456766.931279898,2051,47182.000000000,22.300060290,114.179776110,6.553557473,3.375441479,-4.595269700,0.026394198,-1.138148243,-0.145804035,141.586439032
1556456767.931402922,2051,47183.000000000,22.300018619,114.179803241,6.614048229,2.000872093,-4.546483622,0.083076600,-1.082364236,0.137924243,152.900570770
1556456768.930417061,2051,47184.000000000,22.299975849,114.179815677,6.693245644,0.496963055,-4.858121758,0.088963296,-1.189601375,0.418868238,170.240361332
1556456769.930610895,2051,47185.000000000,22.299932453,114.179811213,6.778689807,-1.480065455,-4.519484276,0.047340757,-0.800593607,-0.138482314,193.731334634
