GPS TOW (s), GPS Week, Latitude (deg), Longitude (deg), Ellipsoid Height (m), ECEF X (m), ECEF Y (m), ECEF Z (m), Roll (deg), Pitch (deg), Heading (deg), Velocity X (m/s), Velocity Y (m/s), Velocity Z (m/s), Acceleration X (m/s^2), Acceleration Y (m/s^2), Acceleration Z (m/s^2), Angular rate X (rad/s), Angular rate Y (rad/s), Angular rate Z (rad/s)
274057.90, 2032, 35.62084655, 139.77362150, 44.8563, -3963055.0262, 3352169.9112, 3694101.5703, -1.361422, 0.622991, 145.725026, -0.000000, 0.000000, 0.000000, 0.02441800, 0.01929000, 0.03270700, -0.00035100000, -0.00014600000, -0.00014500000
274058.00, 2032, 35.62084655, 139.77362150, 44.8563, -3963055.0261, 3352169.9113, 3694101.5702, -1.360439, 0.622909, 145.726176, 0.000000, -0.002000, -0.002000, 0.00612100, 0.00896300, 0.03627100, 0.00011700000, -0.00074100000, 0.00000600000
274058.10, 2032, 35.62084655, 139.77362150, 44.8563, -3963055.0262, 3352169.9113, 3694101.5703, -1.359950, 0.624006, 145.725856, -0.002000, 0.000000, 0.001000, -0.11818000, -0.02072100, -0.09432100, 0.00095400000, 0.00024300000, 0.00023100000
274058.20, 2032, 35.62084655, 139.77362150, 44.8563, -3963055.0262, 3352169.9112, 3694101.5703, -1.363943, 0.623691, 145.724978, 0.002000, 0.002000, 0.002000, 0.15974400, 0.04196600, 0.06792300, -0.00155000000, -0.00024500000, -0.00024500000
274058.30, 2032, 35.62084655, 139.77362150, 44.8563, -3963055.0262, 3352169.9113, 3694101.5703, -1.367443, 0.623764, 145.725545, -0.000000, -0.001000, -0.001000, -0.03514000, -0.07731300, 0.06798600, 0.00023200000, 0.00000900000, 0.00014300000
274058.40, 2032, 35.62084655, 139.77362150, 44.8563, -3963055.0262, 3352169.9113, 3694101.5703, -1.365234, 0.624717, 145.724922, -0.002000, 0.002000, 0.004000, -0.03917200, 0.06820900, -0.21259700, -0.00003300000, 0.00150600000, -0.00029200000
274058.50, 2032, 35.62084655, 139.77362150, 44.8563, -3963055.0262, 3352169.9113, 3694101.5703, -1.364035, 0.623448, 145.725686, -0.000000, -0.003000, -0.003000, 0.09695400, -0.11909100, 0.19947100, 0.00089700000, -0.00135200000, 0.00043400000
274058.60, 2032, 35.62084655, 139.77362150, 44.8562, -3963055.0261, 3352169.9113, 3694101.5702, -1.361224, 0.622519, 145.726356, -0.001000, 0.002000, 0.003000, -0.10175000, 0.10123800, -0.24596400, -0.00021400000, 0.00128700000, -0.00030800000
274058.70, 2032, 35.62084655, 139.77362150, 44.8563, -3963055.0262, 3352169.9113, 3694101.5703, -1.365255, 0.624237, 145.725153, 0.001000, 0.002000, 0.001000, 0.09516600, -0.15509300, 0.23389500, -0.00108500000, 0.00077000000, -0.00012800000
274058.80, 2032, 35.62084655, 139.77362150, 44.8563, -3963055.0262, 3352169.9113, 3694101.5703, -1.366625, 0.623297, 145.725980, 0.000000, -0.000000, -0.000000, -0.07403700, 0.13585300, -0.22611500, 0.00025600000, -0.00071700000, 0.00014500000
274058.90, 2032, 35.62084655, 139.77362150, 44.8563, -3963055.0262, 3352169.9112, 3694101.5703, -1.368558, 0.623056, 145.724914, 0.002000, -0.002000, -0.001000, 0.10940400, -0.06869500, 0.20418300, -0.00067600000, -0.00107600000, -0.00051800000
274059.00, 2032, 35.62084655, 139.77362150, 44.8562, -3963055.0261, 3352169.9112, 3694101.5702, -1.363348, 0.621931, 145.726001, -0.004000, -0.002000, -0.002000, -0.19230400, 0.04393600, -0.15112200, 0.00230200000, -0.00022600000, 0.00096500000
274059.10, 2032, 35.62084655, 139.77362150, 44.8563, -3963055.0262, 3352169.9113, 3694101.5703, -1.363888, 0.623742, 145.725796, 0.001000, 0.004000, 0.006000, 0.12833600, 0.03597800, 0.01101700, -0.00199400000, 0.00172000000, -0.00068500000
274059.20, 2032, 35.62084655, 139.77362150, 44.8562, -3963055.0261, 3352169.9112, 3694101.5702, -1.364702, 0.622491, 145.725762, 0.001000, -0.004000, -0.006000, -0.03239600, -0.06358000, 0.09401500, 0.00119100000, -0.00226900000, 0.00056400000
274059.30, 2032, 35.62084655, 139.77362150, 44.8563, -3963055.0262, 3352169.9112, 3694101.5703, -1.367874, 0.623201, 145.725262, 0.000000, 0.005000, 0.007000, -0.01143200, 0.10562900, -0.17739600, -0.00175900000, 0.00237900000, -0.00054200000
274059.40, 2032, 35.62084655, 139.77362150, 44.8563, -3963055.0262, 3352169.9113, 3694101.5703, -1.368335, 0.623525, 145.725551, -0.000000, -0.004000, -0.006000, 0.05053900, -0.09555300, 0.16955200, 0.00146600000, -0.00246600000, 0.00059400000
274059.50, 2032, 35.62084655, 139.77362150, 44.8563, -3963055.0261, 3352169.9112, 3694101.5703, -1.366100, 0.622756, 145.725663, -0.001000, 0.003000, 0.006000, -0.03969600, 0.14002200, -0.20954000, -0.00098000000, 0.00192000000, -0.00050300000
274059.60, 2032, 35.62084655, 139.77362150, 44.8563, -3963055.0262, 3352169.9113, 3694101.5703, -1.365376, 0.623054, 145.725651, 0.000000, -0.003000, -0.004000, 0.05881300, -0.14940000, 0.17885700, 0.00079900000, -0.00168200000, 0.00045600000
274059.70, 2032, 35.62084655, 139.77362150, 44.8563, -3963055.0262, 3352169.9113, 3694101.5703, -1.365755, 0.623419, 145.725970, 0.001000, 0.003000, 0.004000, -0.05471400, 0.12616500, -0.25455600, -0.00124400000, 0.00079000000, -0.00071700000
274059.80, 2032, 35.62084655, 139.77362150, 44.8563, -3963055.0262, 3352169.9112, 3694101.5703, -1.368674, 0.623549, 145.724838, 0.001000, -0.002000, -0.003000, 0.08026400, -0.15978000, 0.19632400, 0.00007700000, -0.00140100000, 0.00032700000
274059.90, 2032, 35.62084655, 139.77362150, 44.8563, -3963055.0261, 3352169.9113, 3694101.5702, -1.367805, 0.622563, 145.725887, -0.001000, 0.002000, 0.004000, -0.06666700, 0.14761100, -0.24237100, -0.00024300000, 0.00130800000, -0.00027500000
274060.00, 2032, 35.62084655, 139.77362150, 44.8563, -3963055.0262, 3352169.9113, 3694101.5703, -1.366255, 0.623918, 145.725332, -0.000000, -0.002000, -0.002000, 0.08059800, -0.17624900, 0.19046700, 0.00045900000, -0.00075800000, 0.00014200000
274060.10, 2032, 35.62084655, 139.77362150, 44.8563, -3963055.0262, 3352169.9113, 3694101.5703, -1.364249, 0.623029, 145.726069, 0.000000, 0.001000, 0.002000, -0.08492400, 0.12493500, -0.24543900, -0.00029200000, 0.00045400000, -0.00013800000
274060.20, 2032, 35.62084655, 139.77362150, 44.8563, -3963055.0262, 3352169.9113, 3694101.5703, -1.366755, 0.623687, 145.725620, 0.001000, 0.000000, 0.001000, 0.08479700, -0.18218800, 0.21702700, -0.00036700000, 0.00043500000, -0.00006300000
274060.30, 2032, 35.62084655, 139.77362150, 44.8563, -3963055.0261, 3352169.9112, 3694101.5703, -1.365494, 0.622580, 145.725639, -0.001000, 0.001000, 0.001000, -0.08658900, 0.13366600, -0.25522400, 0.00010300000, 0.00004500000, -0.00004800000
274060.40, 2032, 35.62084655, 139.77362150, 44.8563, -3963055.0262, 3352169.9113, 3694101.5703, -1.365849, 0.624256, 145.725538, 0.000000, -0.000000, 0.000000, 0.09032600, -0.15783800, 0.21739600, -0.00021900000, 0.00015700000, -0.00007100000
274060.50, 2032, 35.62084655, 139.77362150, 44.8563, -3963055.0261, 3352169.9113, 3694101.5703, -1.365300, 0.622901, 145.725943, -0.000000, -0.000000, -0.000000, -0.10814600, 0.11868600, -0.25785900, 0.00042800000, -0.00014600000, 0.00002200000
274060.60, 2032, 35.62084655, 139.77362150, 44.8563, -3963055.0262, 3352169.9113, 3694101.5703, -1.366895, 0.624143, 145.725053, 0.001000, 0.001000, 0.001000, 0.09934100, -0.11479900, 0.24646500, -0.00078200000, 0.00049600000, -0.00024400000
274060.70, 2032, 35.62084655, 139.77362150, 44.8563, -3963055.0262, 3352169.9113, 3694101.5703, -1.368028, 0.623280, 145.725892, -0.001000, -0.000000, -0.000000, -0.12046100, 0.09720000, -0.22863100, 0.00086500000, 0.00007400000, 0.00056400000
274060.80, 2032, 35.62084655, 139.77362150, 44.8563, -3963055.0262, 3352169.9113, 3694101.5703, -1.369821, 0.624402, 145.724873, 0.002000, 0.000000, 0.001000, 0.11998100, -0.02833100, 0.20548100, -0.00121100000, -0.00038700000, -0.00068900000
274060.90, 2032, 35.62084655, 139.77362150, 44.8563, -3963055.0262, 3352169.9113, 3694101.5703, -1.369017, 0.622976, 145.725602, -0.002000, -0.003000, -0.003000, -0.15094300, 0.03458600, -0.08812000, 0.00212700000, -0.00111800000, 0.00091200000
274061.00, 2032, 35.62084655, 139.77362150, 44.8563, -3963055.0262, 3352169.9113, 3694101.5703, -1.367060, 0.623444, 145.725677, 0.000000, 0.003000, 0.005000, 0.11053800, 0.04290800, 0.05095400, -0.00132100000, 0.00161800000, -0.00076800000
274061.10, 2032, 35.62084655, 139.77362150, 44.8562, -3963055.0261, 3352169.9112, 3694101.5702, -1.363051, 0.621874, 145.725841, -0.001000, -0.005000, -0.007000, -0.06870800, -0.08850400, 0.06030000, 0.00229600000, -0.00262500000, 0.00091400000
274061.20, 2032, 35.62084655, 139.77362150, 44.8563, -3963055.0262, 3352169.9113, 3694101.5703, -1.361725, 0.623855, 145.726392, 0.000000, 0.005000, 0.006000, 0.00379800, 0.08417700, -0.19283400, -0.00162000000, 0.00227900000, -0.00057500000
274061.30, 2032, 35.62084655, 139.77362150, 44.8563, -3963055.0262, 3352169.9113, 3694101.5703, -1.362565, 0.623455, 145.726072, 0.001000, -0.002000, -0.003000, 0.06356800, -0.12411700, 0.19018300, 0.00056700000, -0.00098600000, 0.00019000000
274061.40, 2032, 35.62084655, 139.77362150, 44.8562, -3963055.0261, 3352169.9112, 3694101.5702, -1.361281, 0.621697, 145.726123, -0.000000, 0.002000, 0.003000, -0.09493500, 0.10610500, -0.27316200, -0.00036000000, 0.00068300000, -0.00028100000
274061.50, 2032, 35.62084655, 139.77362150, 44.8562, -3963055.0261, 3352169.9113, 3694101.5702, -1.360561, 0.622499, 145.726260, -0.000000, -0.001000, -0.001000, 0.08272500, -0.14703400, 0.26804400, 0.00047300000, -0.00012200000, -0.00002000000
274061.60, 2032, 35.62084655, 139.77362150, 44.8562, -3963055.0261, 3352169.9113, 3694101.5702, -1.356049, 0.622327, 145.726831, -0.004000, 0.001000, 0.002000, -0.14142900, 0.11356700, -0.25484500, 0.00128400000, 0.00132800000, 0.00040400000
274061.70, 2032, 35.62084655, 139.77362150, 44.8563, -3963055.0262, 3352169.9113, 3694101.5703, -1.356131, 0.623670, 145.726326, 0.002000, -0.000000, -0.001000, 0.16892800, -0.04786100, 0.26053500, -0.00098400000, -0.00103100000, -0.00042700000
274061.80, 2032, 35.62084655, 139.77362150, 44.8562, -3963055.0261, 3352169.9113, 3694101.5702, -1.356086, 0.621897, 145.727083, -0.001000, -0.003000, -0.003000, -0.16749700, 0.04141300, -0.15170800, 0.00168200000, -0.00101600000, 0.00071400000
274061.90, 2032, 35.62084655, 139.77362150, 44.8562, -3963055.0261, 3352169.9113, 3694101.5702, -1.356116, 0.622386, 145.726295, 0.000000, 0.004000, 0.006000, 0.11251900, 0.03762300, 0.05774000, -0.00188000000, 0.00205200000, -0.00070700000
274062.00, 2032, 35.62084655, 139.77362150, 44.8562, -3963055.0261, 3352169.9113, 3694101.5702, -1.354178, 0.621788, 145.726827, -0.000000, -0.005000, -0.007000, 0.01220400, -0.09550800, 0.09130900, 0.00201000000, -0.00290100000, 0.00066700000
274062.10, 2032, 35.62084655, 139.77362150, 44.8563, -3963055.0261, 3352169.9113, 3694101.5702, -1.352719, 0.622745, 145.727171, 0.000000, 0.004000, 0.005000, -0.05710200, 0.07436800, -0.24677000, -0.00164800000, 0.00144800000, -0.00054200000
274062.20, 2032, 35.62084655, 139.77362150, 44.8563, -3963055.0261, 3352169.9113, 3694101.5702, -1.355145, 0.622936, 145.726434, 0.002000, -0.001000, -0.001000, 0.07012900, -0.15100900, 0.23651800, -0.00008900000, -0.00029600000, -0.00001500000
274062.30, 2032, 35.62084655, 139.77362150, 44.8562, -3963055.0261, 3352169.9113, 3694101.5702, -1.355225, 0.622419, 145.726961, -0.002000, 0.002000, 0.002000, -0.12276100, 0.11673300, -0.27490100, 0.00035400000, 0.00105600000, 0.00014000000
274062.40, 2032, 35.62084655, 139.77362150, 44.8563, -3963055.0261, 3352169.9113, 3694101.5702, -1.354250, 0.622861, 145.726719, 0.001000, -0.003000, -0.003000, 0.15371100, -0.08004200, 0.28078800, 0.00003800000, -0.00170900000, -0.00032700000
274062.50, 2032, 35.62084655, 139.77362150, 44.8562, -3963055.0261, 3352169.9113, 3694101.5702, -1.350540, 0.621683, 145.727275, -0.003000, -0.002000, -0.001000, -0.21726600, 0.04534100, -0.18920000, 0.00202200000, -0.00001900000, 0.00089700000
274062.60, 2032, 35.62084655, 139.77362150, 44.8563, -3963055.0261, 3352169.9113, 3694101.5702, -1.352335, 0.622993, 145.727434, 0.002000, 0.005000, 0.007000, 0.15656800, 0.03227500, 0.08225700, -0.00271400000, 0.00224200000, -0.00069200000
274062.70, 2032, 35.62084655, 139.77362150, 44.8562, -3963055.0261, 3352169.9113, 3694101.5702, -1.354409, 0.621910, 145.726510, 0.001000, -0.003000, -0.005000, -0.00618600, -0.08919000, 0.08005900, 0.00125300000, -0.00202400000, 0.00037600000
274062.80, 2032, 35.62084655, 139.77362150, 44.8562, -3963055.0261, 3352169.9113, 3694101.5702, -1.354925, 0.622477, 145.726924, 0.000000, 0.004000, 0.005000, -0.06355800, 0.07428100, -0.26715900, -0.00145800000, 0.00131300000, -0.00039400000
274062.90, 2032, 35.62084655, 139.77362150, 44.8562, -3963055.0261, 3352169.9113, 3694101.5702, -1.353775, 0.622486, 145.726957, -0.001000, -0.001000, -0.001000, 0.07244800, -0.13872800, 0.24757200, 0.00090500000, 0.00011000000, -0.00008900000
274063.00, 2032, 35.62084655, 139.77362150, 44.8562, -3963055.0261, 3352169.9113, 3694101.5702, -1.350265, 0.621840, 145.727159, -0.003000, 0.001000, 0.002000, -0.14293800, 0.10824200, -0.26178500, 0.00073900000, 0.00120600000, 0.00044700000
274063.10, 2032, 35.62084655, 139.77362150, 44.8563, -3963055.0261, 3352169.9113, 3694101.5702, -1.351989, 0.622693, 145.727345, 0.003000, -0.002000, -0.003000, 0.20107600, -0.04246700, 0.25568600, -0.00119700000, -0.00217700000, -0.00054600000
274063.20, 2032, 35.62084655, 139.77362150, 44.8562, -3963055.0261, 3352169.9113, 3694101.5702, -1.352315, 0.621796, 145.726955, -0.002000, -0.002000, -0.003000, -0.18537100, 0.03546000, -0.14131400, 0.00164400000, -0.00069800000, 0.00069500000
274063.30, 2032, 35.62084655, 139.77362150, 44.8563, -3963055.0261, 3352169.9113, 3694101.5702, -1.354357, 0.623096, 145.726818, 0.001000, 0.005000, 0.007000, 0.10167600, 0.03605100, 0.02074800, -0.00248400000, 0.00223500000, -0.00066100000
274063.40, 2032, 35.62084655, 139.77362150, 44.8562, -3963055.0261, 3352169.9113, 3694101.5702, -1.353902, 0.621962, 145.726972, -0.000000, -0.004000, -0.006000, 0.01555900, -0.08736800, 0.08877600, 0.00179300000, -0.00178200000, 0.00045200000
274063.50, 2032, 35.62084655, 139.77362150, 44.8562, -3963055.0261, 3352169.9113, 3694101.5702, -1.352469, 0.622042, 145.727027, -0.000000, 0.002000, 0.002000, -0.05972800, 0.06632100, -0.26399100, -0.00084800000, 0.00021900000, -0.00024100000
274063.60, 2032, 35.62084655, 139.77362150, 44.8563, -3963055.0261, 3352169.9113, 3694101.5702, -1.352274, 0.623119, 145.727109, 0.001000, -0.000000, -0.001000, 0.06094500, -0.13179900, 0.28891100, 0.00010300000, 0.00026400000, -0.00022600000
274063.70, 2032, 35.62084655, 139.77362150, 44.8562, -3963055.0261, 3352169.9113, 3694101.5702, -1.351315, 0.621951, 145.727212, -0.002000, 0.001000, 0.002000, -0.18639200, 0.09083700, -0.26324800, 0.00071800000, 0.00104100000, 0.00055400000
274063.80, 2032, 35.62084655, 139.77362150, 44.8563, -3963055.0261, 3352169.9113, 3694101.5702, -1.354399, 0.623139, 145.726883, 0.003000, 0.001000, 0.001000, 0.21055300, -0.00209200, 0.24610400, -0.00167200000, -0.00035600000, -0.00064800000
274063.90, 2032, 35.62084655, 139.77362150, 44.8562, -3963055.0261, 3352169.9113, 3694101.5702, -1.354157, 0.622119, 145.726963, -0.001000, -0.005000, -0.006000, -0.13150700, 0.00996200, -0.07297500, 0.00250100000, -0.00222900000, 0.00077600000
274064.00, 2032, 35.62084655, 139.77362150, 44.8562, -3963055.0261, 3352169.9113, 3694101.5702, -1.352914, 0.622019, 145.726579, 0.001000, 0.004000, 0.006000, 0.03530500, 0.03432900, -0.12278800, -0.00214700000, 0.00187100000, -0.00062100000
274064.10, 2032, 35.62084655, 139.77362150, 44.8562, -3963055.0261, 3352169.9113, 3694101.5702, -1.353312, 0.621554, 145.727322, -0.001000, 0.000000, -0.001000, 0.01672900, -0.12545900, 0.17732700, 0.00065200000, 0.00074300000, 0.00026300000
274064.20, 2032, 35.62084655, 139.77362150, 44.8563, -3963055.0261, 3352169.9113, 3694101.5702, -1.353359, 0.623141, 145.726978, -0.001000, 0.003000, 0.003000, -0.07842000, 0.10224600, -0.28565400, -0.00032300000, 0.00153600000, -0.00016300000
274064.30, 2032, 35.62084655, 139.77362150, 44.8563, -3963055.0262, 3352169.9113, 3694101.5703, -1.357127, 0.623994, 145.726455, 0.003000, -0.003000, -0.004000, 0.18308700, -0.06330200, 0.30669400, -0.00038100000, -0.00222900000, -0.00023700000
274064.40, 2032, 35.62084655, 139.77362150, 44.8562, -3963055.0261, 3352169.9113, 3694101.5702, -1.354670, 0.621628, 145.727223, -0.003000, -0.003000, -0.002000, -0.23907700, 0.06598200, -0.20840700, 0.00231500000, -0.00076000000, 0.00082400000
274064.50, 2032, 35.62084655, 139.77362150, 44.8562, -3963055.0261, 3352169.9113, 3694101.5702, -1.352929, 0.622103, 145.726530, -0.000000, 0.006000, 0.007000, 0.13273700, 0.02299100, 0.07796200, -0.00202700000, 0.00312300000, -0.00070300000
274064.60, 2032, 35.62084655, 139.77362150, 44.8562, -3963055.0261, 3352169.9113, 3694101.5702, -1.351672, 0.622119, 145.727564, 0.000000, -0.003000, -0.006000, 0.02630800, -0.09264100, 0.09617700, 0.00136900000, -0.00180400000, 0.00069300000
274064.70, 2032, 35.62084655, 139.77362150, 44.8563, -3963055.0261, 3352169.9113, 3694101.5702, -1.353097, 0.622898, 145.726910, 0.001000, 0.004000, 0.003000, -0.07040700, 0.05795900, -0.26471000, -0.00142100000, 0.00081700000, -0.00071700000
274064.80, 2032, 35.62084655, 139.77362150, 44.8563, -3963055.0261, 3352169.9113, 3694101.5703, -1.356452, 0.622946, 145.726089, 0.002000, -0.002000, -0.002000, 0.08497900, -0.12930000, 0.26287400, -0.00002200000, -0.00082300000, 0.00011800000
274064.90, 2032, 35.62084655, 139.77362150, 44.8562, -3963055.0261, 3352169.9113, 3694101.5702, -1.352747, 0.621515, 145.727940, -0.006000, 0.002000, 0.003000, -0.20273300, 0.10689500, -0.25202000, 0.00170000000, 0.00257500000, 0.00064800000
274065.00, 2032, 35.62084655, 139.77362150, 44.8563, -3963055.0261, 3352169.9113, 3694101.5703, -1.351601, 0.623246, 145.726397, 0.003000, 0.001000, 0.000000, 0.23700800, -0.00689200, 0.25644900, -0.00161400000, -0.00017100000, -0.00074600000
274065.10, 2032, 35.62084655, 139.77362150, 44.8562, -3963055.0261, 3352169.9113, 3694101.5702, -1.354040, 0.622313, 145.727440, 0.001000, -0.004000, -0.006000, -0.10532700, -0.00847700, -0.10034000, 0.00134300000, -0.00274700000, 0.00090700000
274065.20, 2032, 35.62084655, 139.77362150, 44.8562, -3963055.0261, 3352169.9113, 3694101.5702, -1.356190, 0.622531, 145.726994, 0.002000, 0.002000, 0.002000, 0.04271500, 0.03944200, -0.14889500, -0.00168600000, -0.00008300000, -0.00067600000
274065.30, 2032, 35.62084655, 139.77362150, 44.8562, -3963055.0261, 3352169.9112, 3694101.5702, -1.359655, 0.621241, 145.725606, 0.003000, -0.001000, -0.003000, 0.13830400, 0.00288600, 0.12419500, -0.00098400000, -0.00108200000, -0.00004900000
274065.40, 2032, 35.62084655, 139.77362150, 44.8562, -3963055.0261, 3352169.9113, 3694101.5702, -1.357087, 0.622374, 145.727549, -0.006000, 0.005000, 0.007000, -0.26218000, -0.03073300, -0.17051800, 0.00078800000, 0.00490400000, 0.00014400000
274065.50, 2032, 35.62084655, 139.77362150, 44.8563, -3963055.0262, 3352169.9113, 3694101.5703, -1.352606, 0.623578, 145.726522, -0.003000, -0.001000, -0.001000, 0.05385100, -0.00252300, 0.00506600, 0.00192900000, -0.00030200000, 0.00018500000
274065.60, 2032, 35.62084655, 139.77362150, 44.8562, -3963055.0261, 3352169.9113, 3694101.5702, -1.354365, 0.621473, 145.727118, 0.005000, -0.001000, -0.004000, 0.07053800, 0.02111200, 0.09754400, -0.00204500000, -0.00242000000, 0.00027800000
274065.70, 2032, 35.62084655, 139.77362150, 44.8562, -3963055.0261, 3352169.9113, 3694101.5702, -1.358169, 0.621557, 145.727294, 0.003000, -0.000000, -0.002000, -0.01253200, 0.02732900, 0.00562400, -0.00153300000, -0.00079000000, -0.00059400000
274065.80, 2032, 35.62084655, 139.77362150, 44.8562, -3963055.0261, 3352169.9112, 3694101.5702, -1.357702, 0.621121, 145.725324, 0.001000, -0.000000, -0.001000, -0.12396000, -0.02524600, -0.11115300, -0.00010100000, -0.00043900000, -0.00027200000
274065.90, 2032, 35.62084655, 139.77362150, 44.8562, -3963055.0261, 3352169.9113, 3694101.5702, -1.356825, 0.622310, 145.727371, -0.005000, 0.006000, 0.008000, -0.06892700, -0.02163600, 0.03815100, 0.00072900000, 0.00500300000, 0.00023500000
274066.00, 2032, 35.62084655, 139.77362150, 44.8562, -3963055.0261, 3352169.9113, 3694101.5702, -1.355345, 0.622505, 145.726698, 0.000000, -0.003000, -0.005000, 0.10567500, 0.00011400, 0.03574200, 0.00160500000, -0.00252500000, -0.00027400000
274066.10, 2032, 35.62084655, 139.77362150, 44.8563, -3963055.0262, 3352169.9113, 3694101.5703, -1.355335, 0.623304, 145.726271, -0.003000, 0.002000, 0.002000, -0.08194300, -0.02029600, 0.01745000, 0.00115800000, 0.00205200000, 0.00056200000
274066.20, 2032, 35.62084655, 139.77362150, 44.8563, -3963055.0261, 3352169.9113, 3694101.5702, -1.356154, 0.622855, 145.727598, -0.000000, -0.000000, 0.001000, 0.12271100, 0.04600400, -0.03730900, -0.00001400000, 0.00027000000, 0.00014100000
274066.30, 2032, 35.62084655, 139.77362150, 44.8562, -3963055.0261, 3352169.9112, 3694101.5702, -1.356296, 0.620751, 145.726118, 0.002000, -0.004000, -0.006000, 0.04122600, 0.02095700, 0.02332900, -0.00022700000, -0.00330300000, 0.00001400000
274066.40, 2032, 35.62084655, 139.77362150, 44.8562, -3963055.0261, 3352169.9113, 3694101.5702, -1.357472, 0.621874, 145.727100, 0.002000, 0.001000, -0.000000, -0.03760800, -0.00016500, 0.01186300, -0.00167100000, 0.00012800000, 0.00010300000
274066.50, 2032, 35.62084655, 139.77362150, 44.8563, -3963055.0261, 3352169.9113, 3694101.5702, -1.357540, 0.622621, 145.726893, 0.001000, 0.001000, 0.001000, 0.03526200, 0.00018000, -0.07977600, -0.00100300000, 0.00006600000, -0.00035200000
274066.60, 2032, 35.62084655, 139.77362150, 44.8562, -3963055.0261, 3352169.9112, 3694101.5702, -1.357621, 0.621757, 145.726208, 0.002000, -0.002000, -0.003000, -0.06001100, -0.02176100, -0.02251800, -0.00029700000, -0.00198300000, -0.00015100000
274066.70, 2032, 35.62084655, 139.77362150, 44.8562, -3963055.0261, 3352169.9113, 3694101.5702, -1.357025, 0.621738, 145.727174, -0.002000, 0.004000, 0.005000, -0.14652500, -0.02405900, 0.03895200, -0.00003800000, 0.00279400000, -0.00009100000
274066.80, 2032, 35.62084655, 139.77362150, 44.8563, -3963055.0261, 3352169.9113, 3694101.5702, -1.357359, 0.622703, 145.726429, -0.002000, 0.002000, 0.003000, 0.06131600, -0.01799700, 0.00590800, 0.00077600000, 0.00219200000, -0.00018900000
274066.90, 2032, 35.62084655, 139.77362150, 44.8563, -3963055.0261, 3352169.9113, 3694101.5702, -1.357008, 0.622637, 145.726595, -0.001000, -0.003000, -0.004000, 0.03230300, 0.01798600, 0.05215400, 0.00166800000, -0.00197300000, 0.00023100000
274067.00, 2032, 35.62084655, 139.77362150, 44.8563, -3963055.0262, 3352169.9113, 3694101.5702, -1.357934, 0.623493, 145.726824, -0.002000, 0.001000, 0.001000, -0.04446100, 0.00135700, 0.01394200, 0.00108200000, 0.00101600000, 0.00018500000
274067.10, 2032, 35.62084655, 139.77362150, 44.8563, -3963055.0261, 3352169.9113, 3694101.5702, -1.356088, 0.622611, 145.726688, -0.002000, -0.000000, 0.001000, 0.09370900, 0.02480200, -0.02443500, 0.00045100000, 0.00070900000, 0.00035300000
274067.20, 2032, 35.62084655, 139.77362150, 44.8562, -3963055.0261, 3352169.9113, 3694101.5702, -1.355799, 0.621550, 145.727243, 0.001000, -0.003000, -0.004000, 0.08959700, 0.03320000, -0.00171800, -0.00008900000, -0.00204600000, 0.00031400000
274067.30, 2032, 35.62084655, 139.77362150, 44.8562, -3963055.0261, 3352169.9113, 3694101.5702, -1.356132, 0.622215, 145.727050, 0.002000, 0.000000, -0.002000, -0.00998400, 0.00708800, 0.00768000, -0.00148200000, -0.00102400000, -0.00013400000
274067.40, 2032, 35.62084655, 139.77362150, 44.8563, -3963055.0261, 3352169.9113, 3694101.5702, -1.357968, 0.622699, 145.726654, 0.002000, 0.001000, -0.000000, -0.00828200, -0.00688500, -0.01591200, -0.00174500000, -0.00021800000, -0.00009800000
274067.50, 2032, 35.62084655, 139.77362150, 44.8562, -3963055.0261, 3352169.9113, 3694101.5702, -1.357746, 0.621867, 145.727019, 0.002000, 0.000000, 0.001000, 0.00129300, 0.00236100, -0.07478400, -0.00141800000, -0.00008700000, -0.00021200000
274067.60, 2032, 35.62084655, 139.77362150, 44.8562, -3963055.0261, 3352169.9112, 3694101.5702, -1.357584, 0.621227, 145.726620, 0.001000, -0.001000, -0.002000, -0.01603400, -0.01500900, -0.03435300, -0.00057800000, -0.00114800000, -0.00012300000
274067.70, 2032, 35.62084655, 139.77362150, 44.8562, -3963055.0261, 3352169.9113, 3694101.5702, -1.357292, 0.622464, 145.726978, 0.000000, 0.001000, -0.000000, -0.09537000, -0.00330000, -0.00087600, -0.00045600000, 0.00001700000, -0.00024000000
274067.80, 2032, 35.62084655, 139.77362150, 44.8562, -3963055.0261, 3352169.9113, 3694101.5702, -1.358158, 0.622519, 145.726315, -0.000000, 0.001000, 0.003000, -0.08990600, -0.02800400, 0.03099400, 0.00006800000, 0.00153100000, -0.00044300000
274067.90, 2032, 35.62084655, 139.77362150, 44.8562, -3963055.0261, 3352169.9112, 3694101.5702, -1.357688, 0.620470, 145.726412, -0.002000, 0.003000, 0.004000, -0.05253600, -0.02340100, 0.05794500, 0.00044700000, 0.00246800000, 0.00006800000
274068.00, 2032, 35.62084655, 139.77362150, 44.8563, -3963055.0261, 3352169.9113, 3694101.5702, -1.357553, 0.622997, 145.727103, -0.004000, 0.003000, 0.002000, 0.02186800, -0.00353000, 0.00450000, 0.00097400000, 0.00251000000, -0.00009700000
